Code,Name,Close,Location,Industry,List_date,EPS_2021,EPS_2020,EPS_2019,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2016_18,AVG_EPS_2011_13,Net_Asset,Div,Dividend,PE18_20,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,,,,,,,,,Price201231
000798.SZ, 中水渔业,9.9,北京,农林牧渔,1998-02-12,-0.2688,-0.482,0.0704,0.1792,0.1698,0.1116,-0.754,0.0659,0.17,0.18,0.19,0.16,0.08,-0.0609,0.0202,0,0,-0.2268,-0.192166667,1.6312,-,0,10000,0,0.180225499,0.687900176,18.46019322,6.069151545,3478864950,0,0,0,1,0,1,0,0,11.53
000799.SZ, 酒鬼酒,141.2,湖南,食品饮料,1997-07-18,1/2/1900,1.513,0.9217,0.6853,0.542,0.3342,0.2726,-0.3,-0.1129,1.5248,0.628,0.2621,0.19,0.1358,0.206,0,0,1.728166667,0.102266667,10.8461,是,1,81.70508246,0,15.89863103,2.090977266,-1.68562934,13.01850435,46494087748,0,0,1,1,0,1,0,0,156.5
000800.SZ, 一汽解放,8.69,吉林,汽车,1997-06-18,1/0/1900,0.5796,0.0324,0.0953,0.1728,-0.5864,0.0325,0.0991,0.6188,-0.4648,0.1332,1.1429,1.0009,0.67,0.3397,0,0,0.4844,-0.1516,5.6385,是,1,17.93971924,0,-4.19525066,1.294580644,-1.459420351,1.541190033,40676961718,0,0,0,1,0,1,0,0,11.68
000801.SZ, 四川九洲,6.61,四川,家用电器,1998-05-06,1/0/1900,0.0751,0.0266,0.0868,0.0071,0.1863,0.4259,0.1873,0.156,0.1665,0.1429,0.25,0.0118,0.0843,0.2091,-0.1353,1,0.081133333,0.2665,2.6474,是,1,81.47082991,0,-0.695559725,2.176459697,-8.081372933,2.496789303,6863032595,0,0,1,1,0,1,0,0,6.19
000802.SZ, ST北文,3.67,北京,传媒,1998-01-08,-0.1863,-1.0719,-3.2209,0.4524,0.4274,0.8625,0.0546,0.2129,0.0868,0.1442,0.0511,0.0332,0.0264,-0.2227,0.0812,0,0,-1.493033333,0.376666667,2.2308,-,0,10000,0,-4.96380531,1.107678308,-17.58311691,1.645149722,2627353936,0,0,0,1,0,1,0,0,5.87
000803.SZ, 北清环能,14.15,四川,电气设备,1998-03-03,1/0/1900,0.29,-1.5086,0.06,0.17,-0.48,-0.26,0.03,0.03,0.0645,0.0263,-0.1399,0.0194,0.053,0.048,0,0,-0.2762,-0.236666667,5.3571,是,1,10000,0,0.167042254,1.022929861,-0.687961419,2.641354464,5024363112,0,0,0,1,0,1,0,0,13.39
000805.SZ, *ST炎黄,0,江苏,-,1998-05-29,1/0/1900,0,0,0,0,0,0,-0.06,0.051,0.623,0.307,0.521,-0.266,1.59,1.82,0,0,0,-0.02,0,-,0,10000,0,-1,0,0,#DIV/0!,119659723.3,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000806.SZ, *ST银河,2.19,广西,电气设备,1998-04-16,-0.8749,0.053,-1.0427,-0.6418,0.0093,0.0117,0.1025,0.0373,0.0175,0.0345,-0.2551,-0.0867,0.0659,-0.2972,0.0185,0,0,-0.621533333,0.0505,-0.8051,-,0,10000,0,-13.30759076,1.413717016,-4.598037134,-2.720158986,2342812053,0,0,0,1,1,1,1,1,1.67
000807.SZ, 云铝股份,11.19,云南,有色金属,1998-04-08,1/1/1900,0.29,0.19,-0.56,0.25,0.05,0.02,-0.303,0.01,0.009,0.063,0.026,0.042,0.07,0.57,0,0,0.513333333,-0.077666667,5.2455,是,1,21.7987013,0,-7.60944206,0.544969442,1.648218568,2.133257077,38945161658,0,0,0,1,0,1,0,0,7.53
000809.SZ, 铁岭新城,2.66,辽宁,房地产,1998-06-16,-0.172,-0.073,-0.103,0.117,0.12,-0.29,-0.22,0.05,1.29,1.15,2.32,0.025,-0.0469,0.0285,0.052,0,0,-0.116,-0.153333333,3.5337,-,0,10000,0,-0.243478261,5.406493605,2.69556802,0.752752073,2202192752,0,0,1,1,1,1,1,0,1.96
000810.SZ, 创维数字,14.9,四川,家用电器,1998-06-02,1/0/1900,0.36,0.59,0.3,0.09,0.48,0.42,0.8571,0.0287,0.0272,0.4306,0.6327,0.1615,0.1209,0.3281,0,1,0.45,0.5857,4.1332,是,1,33.11111111,25.18275907,-0.231688578,1.734491303,-24.94436129,3.604954999,15853695395,0,0,0,1,0,1,0,0,7.99
000811.SZ, 冰轮环境,9.39,山东,机械设备,1998-05-28,1/0/1900,0.3,0.68,0.43,0.48,0.69,0.72,0.53,0.64,0.36,0.4,0.54,0.47,0.21,0.32,0,1,0.46,0.646666667,6.3763,是,1,20.41304348,0,-0.288659794,1.431951299,3.788962842,1.472640873,7025792114,0,0,0,1,1,1,1,0,8.74
000812.SZ, 陕西金叶,5.27,陕西,轻工制造,1998-06-23,1/0/1900,0.0312,0.0333,0.0291,0.06,0.0781,0.044,0.16,0.162,0.1852,0.162,0.127,0.1172,0.0509,0.1704,0,1,0.035033333,0.094033333,2.1687,-,0,150.4281637,0,-0.627437079,0.722447904,1.184012674,2.430027205,4081757780,0,0,0,1,0,1,0,0,3.62
000813.SZ, 德展健康,3.23,新疆,医药生物,1998-05-19,-0.0257,0.1282,0.1519,0.4162,0.3556,0.67,0.01,0.05,0.06,-0.04,0.01,0.02,-0.13,0.006,0.04,0,0,0.0848,0.243333333,2.3967,-,0,38.08962264,0,-0.651506849,14.24417056,-3.360886154,1.347686402,7167249904,0,0,1,1,1,1,1,0,4.43
000815.SZ, 美利云,10.78,宁夏,轻工制造,1998-06-09,-0.02,0.07,0.07,0.06,0.04,0.01,0.47,-2.05,-0.75,0.08,-0.6,-0.37,0.05,0.43,0.4,0,0,0.04,-0.523333333,3.0435,-,0,269.5,0,-1.076433121,2.322975956,5.753480554,3.5419747,7564461821,0,0,1,1,0,1,0,0,5.35
000816.SZ, 智慧农业,4.03,江苏,机械设备,1997-08-18,1/0/1900,0.04,-0.4,0.03,-0.19,-0.1,0.02,0.04,0.08,0.09,0.0561,0.16,0.17,0.0985,0.1502,0,0,-0.109233333,-0.013333333,1.5113,-,0,10000,0,7.1925,1.269565705,18.91066757,2.666578442,6346888989,0,0,0,1,0,1,0,0,3.95
000817.SZ, 辽河油田,0,辽宁,-,1998-05-28,1/0/1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,9625000000,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000818.SZ, 航锦科技,34.78,湖北,化工,1997-10-17,1/1/1900,0.34,0.44,0.73,0.37,0.16,0.1787,0.1251,-0.1268,0.0264,0.1743,1.7058,-3.2389,-0.6952,0.0599,0,0,0.62,0.1546,5.0752,是,1,56.09677419,11.18571279,3.010349288,1.717725665,8.608899408,6.852931904,23906291200,0,0,0,1,0,1,0,0,20.99
000819.SZ, 岳阳兴长,10.66,湖南,化工,1997-06-25,1/0/1900,0.091,0.212,0.192,-0.036,0.117,0.197,0.173,0.293,0.29,0.18,0.224,0.263,0.492,-0.011,0,0,0.172,0.162333333,3.0124,-,0,61.97674419,0,0.059548255,2.34194192,-3.523567813,3.538706679,3239797262,0,0,1,1,0,1,0,0,6.79
000820.SZ, *ST节能,3.87,江西,公用事业,1998-06-30,1/3/1900,-0.57,-3.21,-1.1,0.55,0.75,0.04,0.01,0.06,2.1,0.11,-2.48,-0.5,-0.65,0.31,0,0,-0.218933333,0.266666667,0.133,-,0,10000,0,-1.821,0.911681547,2.853794496,29.09774436,2466139009,0,0,0,1,0,1,0,0,1.17
000821.SZ, 京山轻机,9.5,湖北,机械设备,1998-06-26,1/0/1900,0.11,-0.98,0.27,0.32,0.18,0.12,0.03,0.03,-0.24,0.01,0.09,0.01,0.02,0.09,0,0,-0.203333333,0.11,4.7315,-,0,10000,0,-2.848484848,1.312316592,1.645393081,2.00781993,5855022913,0,0,0,1,0,1,0,0,10.37
000822.SZ, 山东海化,9.13,山东,化工,1998-07-03,1/0/1900,-0.28,0.18,0.66,0.77,-0.14,0.14,0.18,-1.26,-0.58,0.43,0.05,-0.79,0.23,0.39,0,0,0.193333333,0.06,3.9635,是,1,47.22413793,16.28248896,2.222222222,1.612699792,-9.484865384,2.303519617,8816655471,0,0,0,1,0,1,0,0,3.96
000823.SZ, 超声电子,9.22,广东,电子,1997-10-08,1/0/1900,0.5773,0.5645,0.5025,0.3574,0.3487,0.1702,0.3119,0.3029,0.4251,0.4131,0.3623,0.2533,0.2492,0.278,0,1,0.608033333,0.276933333,7.5163,是,1,15.16364234,0,1.195594608,1.900596653,16.82781635,1.226667376,4940294292,0,0,0,1,1,1,1,1,11.47
000825.SZ, 太钢不锈,5.74,山西,钢铁,1998-10-21,1/1/1900,0.305,0.372,0.874,0.811,0.201,-0.652,0.078,0.111,0.194,0.317,0.241,0.159,0.229,1.2284,0,0,0.595,-0.124333333,6.1569,是,1,9.647058824,52.90193932,-5.785522788,0.743025387,2.423078047,0.932287352,32639499871,0,1,0,1,1,1,1,1,3.61
000826.SZ, 启迪环境,3.34,湖北,公用事业,1998-02-25,-3.173,-1.133,0.211,0.381,1.268,1.249,1.094,0.95,0.91,0.86,0.73,0.49,0.35,0.28,0.43,0,0,-1.365,1.097666667,4.9605,-,0,10000,0,-2.243546918,0.876323998,-0.442108899,0.673319222,4792438926,0,0,0,1,1,1,1,0,6.76
000827.SZ, *ST长兴,0,辽宁,-,1998-10-16,1/0/1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,77417472,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000828.SZ, 东莞控股,9.87,广东,交通运输,1997-06-17,1/0/1900,0.878,1.0331,1.009,0.8531,0.7975,0.7855,0.5679,0.385,0.3417,0.3414,0.3387,0.2795,0.1775,0.1971,0,1,0.935133333,0.716966667,8.1605,是,1,10.55464461,0,0.304291227,1.273757402,2.795237856,1.209484713,10176871352,0,1,0,1,1,1,1,1,10.07
000829.SZ, 天音控股,9.98,江西,商业贸易,1997-12-02,1/0/1900,0.18,0.05,-0.22,0.24,0.23,-0.24,0.02,0.03,-0.02,0.05,0.328,0.301,0.146,0,0,0,0.143333333,0.003333333,2.5544,是,1,69.62790698,0,42,0.987681662,0.045692148,3.906984028,9840964205,0,0,0,1,0,1,0,0,6.6
000830.SZ, 鲁西化工,19.26,山东,化工,1998-08-07,1/2/1900,0.563,1.147,2.015,1.239,0.09,0.18,0.25,0.209,0.231,0.303,0.2,0.134,0.22,0.21,0,1,1.378333333,0.173333333,9.4228,是,1,13.97339782,0,6.951923077,0.309621798,1.991351212,2.043978435,36715270532,0,1,0,1,0,1,0,0,12.78
000831.SZ, 五矿稀土,26.67,山西,有色金属,1998-09-11,1/0/1900,0.2844,0.0876,0.1038,0.0311,0.019,-0.406,-0.057,0.231,0.292,0.01,-0.34,-1.09,-0.76,1.0474,0,0,0.1904,-0.148,2.6511,-,0,140.0735294,0,-2.286486486,2.908242438,2.964523905,10.0599751,26130882454,0,0,1,1,0,1,0,0,13.63
000832.SZ, *ST龙涤,0,黑龙江,-,1998-08-25,1/0/1900,0,0,0,0,0,0,-0.0972,-0.124,-0.09,-0.04,-0.56,-0.28,-0.28,0.02,0,0,0,-0.0324,0,-,0,10000,0,-1,0,0,#DIV/0!,510501170.9,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000833.SZ, 粤桂股份,7.92,广西,采掘,1998-11-11,1/0/1900,0.0939,0.1242,0.1324,0.12,0.06,0.22,0.1,-0.36,0.05,0.36,0.31,0.1,0.22,0.21,0,0,0.202266667,0.126666667,4.643,是,1,39.1562294,0,0.596842105,1.402123741,9.436708185,1.705793668,5447475086,0,0,0,1,0,1,0,0,4.52
000835.SZ, *ST长动,0,四川,传媒,1999-06-25,-1.39,-0.62,-1.1185,-1.37,0.39,-0.25,0.06,0.0195,0.0193,-0.1138,0.0112,0.06,0.11,0.4076,0.5119,0,0,-1.042833333,-0.056833333,-3.1639,-,0,10000,0,17.34897361,0.014789067,-1.64216195,0,114366130.9,0,0,0,1,1,1,1,1,1.77
000836.SZ, 富通信息,2.63,天津,通信,1997-09-29,1/0/1900,0.0098,0.0339,0.0552,0.0696,0.0393,0.3585,-0.491,0.0471,0.0634,-0.2222,0.024,0.2485,1.8947,0.2178,0,0,0.016366667,-0.031066667,1.0925,-,0,160.6924644,0,-1.526824034,1.562370575,1.532058634,2.407322654,3141983582,0,0,0,1,0,1,0,0,2.86
000837.SZ, *ST秦机,8.15,陕西,机械设备,1998-09-28,1/0/1900,0.2205,-0.4291,-0.4035,0.0237,0.0216,-0.3407,0.0301,-0.084,0.0311,0.3796,0.3055,0.2654,0.2105,0.3112,0,0,0.056133333,-0.096333333,3.5853,-,0,145.1900238,0,-1.582698962,1.398337195,3.935423802,2.273171004,7149998735,0,0,0,1,0,1,0,0,6.94
000838.SZ, 财信发展,8.06,重庆,房地产,1997-06-26,-0.6721,0.1054,0.0986,0.1033,0.1779,0.1011,0.3913,0.4119,0.33,0.1716,-0.1523,-0.1335,0.0137,0.0583,0.6498,0,0,-0.156033333,0.301433333,1.0951,-,0,10000,0,-1.517637952,1.217638265,0.116797114,7.360058442,8737669630,0,0,0,1,0,1,0,0,2.72
000839.SZ, 中信国安,1.99,北京,综合,1997-10-31,1/0/1900,0,0,0,0,0,0.2242,0.1207,0,0.1084,0.0933,0.166,0.3917,0.2281,0.417,0,0,0,0.114966667,0.9584,-,0,10000,0,-1,0.688121114,1.171640518,2.076377295,7408471805,0,0,0,1,0,1,0,0,2.36
000848.SZ, 承德露露,8.91,河北,食品饮料,1997-11-13,1/0/1900,0.4,0.47,0.42,0.42,0.46,0.62,0.86,0.83,0.55,0.53,0.59,0.73,0.58,0.46,0,1,0.47,0.646666667,2.1894,-,0,18.95744681,0,-0.273195876,2.798442813,-1.043716289,4.069608112,9450958820,0,0,1,1,0,1,0,0,7.1
000850.SZ, 华茂股份,3.67,安徽,纺织服装,1998-10-07,1/0/1900,0.24,0.21,0.13,0.11,0.1,0.09,0.4,0.2,0.37,0.323,0.572,0.113,0.219,0.233,0,1,0.32,0.196666667,4.9951,是,1,11.46875,0,0.627118644,2.164363966,2.726920358,0.734720026,3472687233,0,1,1,1,1,1,1,1,3.93
000851.SZ, 高鸿股份,4.56,贵州,通信,1998-06-09,1/0/1900,-0.134,0.0255,0.0374,0.2811,0.1347,0.1444,0.1045,0.1011,0.0718,0.0705,0.0425,0.0626,0.04,0.04,0,0,-0.031366667,0.127866667,3.9356,-,0,10000,0,-1.245307612,1.597013124,3.006251129,1.158654335,5175746279,0,0,0,1,1,1,1,0,7.44
000852.SZ, 石化机械,6.23,湖北,机械设备,1998-11-26,1/0/1900,0.0092,0.0321,0.0226,0.0157,-1.39,0.01,0.18,0.26,0.33,0.26,0.27,0.27,0.33,0.3,0,0,0.032866667,-0.4,2.3843,-,0,189.5537525,0,-1.082166667,1.104197681,0.444316357,2.612926226,6107113942,0,0,0,1,0,1,0,0,4.5
000856.SZ, 冀东装备,7.74,河北,机械设备,1998-08-13,1/0/1900,0.0197,0.104,0.1,0.07,0.1,-0.89,-0.38,0.04,0.19,0.31,-0.36,0.06,-0.72,-0.66,0,0,0.071966667,-0.39,1.6538,-,0,107.5497916,0,-1.184529915,1.066033718,1.453864952,4.680130608,1931770000,0,0,0,1,0,1,0,0,7.25
000858.SZ, 五 粮 液,157.22,四川,食品饮料,1998-04-27,1/6/1900,5.141,4.483,3.474,2.548,1.787,1.627,1.537,2.1,2.617,1.622,1.158,0.855,0.477,0.387,0,1,5.215666667,1.650333333,25.5225,是,1,30.14379753,0,2.160371642,3.633364619,-1.421469428,6.160054854,6.13E+11,1.00E+00,0,1,1,0,1,0,0,291.85
000859.SZ, 国风塑业,5.74,安徽,化工,1998-11-19,1/0/1900,0.16,0.11,0.14,0.08,0.0248,0.01,0.01,-0.09,0.0113,0.05,0.1006,-0.32,0.011,0.0564,0,0,0.196666667,0.014933333,3.0089,是,1,29.18644068,0,12.16964286,4.265883413,-3.477951907,1.907673901,5151863558,0,0,1,1,0,1,0,0,5.1
000860.SZ, 顺鑫农业,23.27,北京,食品饮料,1998-11-04,1/0/1900,0.5662,1.0909,1.3044,0.7683,0.7231,0.6594,0.7124,0.4507,0.2869,0.6997,0.61,0.37,0.5,0.36,0,1,0.598333333,0.6983,10.4745,是,1,38.8913649,0,-0.143157191,1.574026301,3.771890908,2.221585756,16704592592,0,0,0,1,0,1,0,0,72.54
000861.SZ, 海印股份,3.1,广东,商业贸易,1998-10-28,-0.268,0.0143,0.06,0.05,0.09,0.08,0.09,0.26,0.81,0.88,0.79,0.52,0.29,0.35,0.26,0,0,-0.064566667,0.143333333,1.2291,-,0,10000,0,-1.450465116,1.19839123,0.348490329,2.522170694,7120976831,0,0,0,1,0,1,0,0,2.9
000862.SZ, 银星能源,6.94,宁夏,公用事业,1998-09-15,1/0/1900,0.0486,0.041,0.075,-0.267,0.02,-0.22,0.04,-0.52,0.0198,0.2079,0.1345,0.1524,0.12,0.08,0,0,0.074066667,-0.053333333,3.8978,-,0,93.69936994,0,-2.38875,0.655915044,0.666041486,1.780491559,4978138929,0,0,0,1,0,1,0,0,4.55
000863.SZ, 三湘印象,3.18,上海,房地产,1997-09-25,1/0/1900,0.23,0.21,-0.33,0.19,0.58,0.11,0.19,0.65,0.59,0.42,0.03,0.04,0.03,0.17,0,0,0.18,0.293333333,3.7194,是,1,17.66666667,104.0531057,-0.386363636,2.75184465,3.820302651,0.854976609,3817854358,0,0,1,1,1,1,1,1,4.55
000866.SZ, 扬子石化,0,江苏,-,1998-05-12,1/0/1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,32247200000,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000868.SZ, 安凯客车,4.6,安徽,汽车,1997-07-25,-0.36,0.14,0.05,-1.25,-0.33,0.07,0.06,0.03,-0.05,0.14,0.3,0.24,0.08,0.078,0.07,0,0,-0.056666667,0.053333333,0.3617,-,0,10000,0,-2.0625,0.768608886,0.064521056,12.71772187,3710645590,0,0,0,1,0,1,0,0,4.09
000869.SZ, 张  裕Ａ,27.36,山东,食品饮料,2000-10-26,1/0/1900,0.69,1.65,1.52,1.51,1.43,1.5,1.43,1.53,2.48,3.62,2.72,2.14,1.7,1.21,0,1,1.023333333,1.453333333,15.2421,是,1,26.73615635,0,-0.29587156,2.26278153,-17.99401796,1.795028244,18555510480,0,0,1,1,0,1,0,0,43.6
000875.SZ, 吉电股份,6.89,吉林,公用事业,2002-09-26,1/0/1900,0.22,0.07,0.05,-0.16,0.0089,0.0806,0.0512,0.05,-0.53,0.02,0.016,0.18,-0.4849,0.108,0,0,0.153333333,0.0469,3.7475,-,0,44.93478261,0,2.269367448,0.557507063,0.238705276,1.838559039,19168730155,0,0,0,1,0,1,0,0,4.27
000876.SZ, 新 希 望,14.2,四川,农林牧渔,1998-03-11,-2.2,1.17,1.22,0.4,0.54,0.59,1.06,1.09,1.09,0.98,1.52,0.7,0.54,0.3,0.48,0,0,0.063333333,0.913333333,6.1569,-,0,224.2105263,0,-0.930656934,0.943897558,0.565569879,2.306355471,63611201399,1,0,0,1,0,1,0,0,22.4
000877.SZ, 天山股份,12.15,新疆,建筑材料,1999-01-07,1/1/1900,1.4458,1.5598,1.1835,0.301,0.1134,-0.5966,0.29,0.32,0.37,2.91,1.39,1.12,0.6153,0.5038,0,0,1.523633333,-0.0644,9.0968,是,1,7.974359535,0,-24.65890269,0.522101451,0.070082892,1.335634509,1.05694E+11,1,1,0,1,1,1,1,1,15.1
000878.SZ, 云南铜业,10.99,云南,有色金属,1998-06-02,1/0/1900,0.2233,0.3941,0.0878,0.1606,0.144,0.018,0.05,-1.06,0.02,0.44,0.34,0.3,-2.22,0.73,0,0,0.3331,0.070666667,5.4468,是,1,32.99309517,52.36615977,3.713679245,1.638639576,0.402135049,2.017698465,18747454517,0,0,0,1,0,1,0,0,14.47
000880.SZ, 潍柴重机,9.2,山东,机械设备,1998-04-02,1/0/1900,0.4,0.3,0.15,0.09,0.07,0.11,0.17,0.14,0.27,0.69,0.79,0.65,0.25,0.2,0,1,0.37,0.116666667,5.1035,是,1,24.86486486,0,2.171428571,0.966620116,-3.230574719,1.802684432,3352964472,0,0,0,1,0,1,0,0,9.2
000881.SZ, 中广核技,8.25,辽宁,化工,1998-09-02,1/0/1900,0.2868,0.1002,0.3058,0.3684,0.6512,-2.65,0.24,0.35,0.65,0.745,0.658,0.36,0.522,0.41,0,0,0.1913,-0.586266667,6.4543,是,1,43.12598014,0,-1.326302024,1.667470196,1.396288273,1.278217622,7865942781,0,0,0,1,1,1,1,0,11
000882.SZ, 华联股份,1.85,北京,商业贸易,1998-06-16,-0.0646,0.0084,0.0176,0.012,0.0074,0.0521,0.0992,0.0334,0.061,0.05,0.07,0.0998,0.2017,0.2015,0.1027,0,0,-0.012866667,0.061566667,2.6009,-,0,10000,0,-1.208987547,1.26988049,10.07287154,0.711292245,5036727582,0,0,0,1,1,1,1,0,1.87
000883.SZ, 湖北能源,4.48,湖北,公用事业,1998-05-19,1/0/1900,0.38,0.23,0.278,0.334,0.29,0.29,0.21,0.35,0.3,0.29,0.5,0.17,0.11,0.08,0,1,0.323333333,0.263333333,4.6746,是,1,13.8556701,0,0.227848101,0.84656794,1.064676747,0.95837077,29432483969,0,1,0,1,1,1,1,1,3.88
000885.SZ, 城发环境,9.36,河南,交通运输,1999-03-19,1/1/1900,1.0763,1.2574,1.1735,1.2234,0.0899,0.076,0.3732,0.1555,0.5002,0.9533,0.5088,0.4483,0.3086,0.26,0,1,1.277733333,0.1797,8.7252,是,1,7.32547219,0,6.110369134,0.812085972,-0.554936614,1.072754779,6029114814,0,1,0,1,1,1,1,1,11.66
000886.SZ, 海南高速,5.57,海南,交通运输,1998-01-23,1/0/1900,0.09,0.06,0.168,0.095,0.064,-0.229,0.051,0.137,0.093,0.158,0.119,0.054,0.027,0.026,0,0,0.066666667,-0.038,2.8565,是,1,83.55,0,-2.754385965,7.366527015,-2.149886104,1.949938736,5695651008,0,0,1,1,0,1,0,0,4.88
000887.SZ, 中鼎股份,14.16,安徽,汽车,1998-12-03,1/0/1900,0.41,0.46,0.92,0.92,0.76,0,0,0.36,0.86,0.5,0.73,0.48,0.42,0.31,0,0,0.543333333,0.253333333,7.4238,是,1,26.06134969,0,1.144736842,1.623239571,1.505263144,1.90737897,18694154407,0,0,0,1,0,1,0,0,11.71
000888.SZ, 峨眉山Ａ,7.13,四川,休闲服务,1997-10-21,1/0/1900,-0.0731,0.4292,0.3971,0.3731,0.3629,0.3724,0.7193,0.4856,0.8029,0.617,0.4689,0.3566,0.0949,0.1971,0,0,0.130133333,0.484866667,4.6305,是,1,54.78995902,0,-0.731610065,3.710181299,-6.463438305,1.539790519,3804312596,0,0,1,1,0,1,0,0,6
000889.SZ, 中嘉博创,2,河北,通信,1997-12-18,-2.1439,0.0216,-1.8558,0.3991,0.3676,0.3537,0.247,0.2146,0.2085,0.2475,0.2073,0.0901,-0.1759,0.0106,0.0098,0,0,-1.326033333,0.271766667,0.3609,-,0,10000,0,-5.87930823,0.891992763,-1.32568142,5.541701302,1788316032,0,0,0,1,0,1,0,0,5.28
000890.SZ, *ST胜尔,4,江苏,非银金融,1999-01-19,1/0/1900,0.04,-2.05,-0.38,0.38,0.37,0.0146,0.0137,0.0169,0.0274,0.0364,0.0339,0.0342,0.03,0.04,0,0,-0.636666667,0.132766667,0.1175,-,0,10000,0,-5.795380367,0.602705773,-0.403417139,34.04255319,1690600991,0,0,0,1,0,1,0,0,2.85
000892.SZ, 欢瑞世纪,3,重庆,传媒,1999-01-15,-0.34,-0.8001,-0.56,0.33,0.43,0.62,0.0031,-0.0058,-0.0015,0.0033,0.0015,-0.0075,-0.01,2.91,0.01,0,0,-0.5667,0.205766667,1.529,-,0,10000,0,-3.754090394,2.454624597,38.57375804,1.96206671,2933131614,0,0,1,1,0,1,0,0,2.61
000893.SZ, 亚钾国际,36.78,广东,化工,1998-12-24,1/1/1900,0.0788,0.0547,0.0042,-3.1532,0.03,0.09,-1.16,0.57,0.16,-0.85,0.86,0.25,-0.28,0.13,0,0,0.4387,-0.346666667,6.0894,-,0,83.83861409,0,-2.265480769,2.125154695,-2.400476347,6.040003941,27263655857,0,0,1,1,0,1,0,0,8.39
000895.SZ, 双汇发展,29.21,河南,食品饮料,1998-12-10,1/1/1900,1.8642,1.6382,1.4894,1.3091,1.3346,1.2892,1.8358,1.75,2.62,0.93,1.8,1.5,1.15,0.9272,0,1,1.6356,1.486533333,6.5833,是,1,17.8588897,92.42059202,0.100278052,1.75649826,-9.845998129,4.436984491,1.00E+11,1.00E+00,0,0,1,0,1,0,0,46.94
000897.SZ, 津滨发展,2.62,天津,房地产,1999-04-22,1/0/1900,0.1244,0.1076,-0.0801,-0.0738,0.0291,-0.1157,0.0063,-0.3326,0.0427,-0.1843,0.0592,0.0102,0.0424,0.0643,0,0,0.178,-0.026766667,1.1819,-,0,14.71910112,0,-7.650062267,1.324872581,0.603927963,2.216769608,4253425975,0,1,0,1,0,1,0,0,2.49
000898.SZ, 鞍钢股份,3.47,辽宁,钢铁,1997-12-25,1/0/1900,0.198,0.187,1.088,0.775,0.223,-0.635,0.128,0.106,-0.575,-0.297,0.282,0.1,0.413,1.12,0,0,0.368333333,-0.094666667,6.3441,是,1,9.42081448,0,-4.89084507,1.061309329,2.964540201,0.546964897,32534450760,0,1,0,1,1,1,1,1,3.04
000899.SZ, 赣能股份,5.58,江西,公用事业,1997-11-26,-0.25,0.3239,0.25,0.19,0.0169,0.4,0.89,0.6,0.6817,0.255,-0.4199,-0.0612,0.1469,0.0652,0.0636,0,0,0.107966667,0.63,4.7657,-,0,51.68261809,0,-0.828624339,0.700123042,1.266806366,1.170866819,5336957347,0,0,0,1,1,1,1,0,7.1
000900.SZ, 现代投资,4.48,湖南,交通运输,1999-01-28,1/0/1900,0.35,0.64,0.63,0.57,0.81,0.56,0.41,0.69,1.08,2.06,1.99,1.58,1.43,1.48,0,1,0.466666667,0.593333333,6.7999,是,1,9.6,0,-0.213483146,0.326525346,-0.921354825,0.658833218,6890940636,0,1,0,1,1,1,1,1,4.25
000901.SZ, 航天科技,8.24,黑龙江,机械设备,1999-04-01,1/0/1900,-0.8458,0.2616,0.2557,0.4159,0.2507,0.16,0.12,0.19,0.16,0.24,0.28,0.03,-0.22,0.02,0,0,-0.1814,0.1769,5.283,是,1,10000,0,-2.025438101,2.347230079,-65.53806193,1.559719856,6816640007,0,0,1,1,0,1,0,0,10.05
000902.SZ, 新洋丰,16.33,湖北,化工,1999-04-08,1/0/1900,0.75,0.5,0.63,0.52,0.43,1.18,1.09,-0.16,-0.17,0.01,0.06,-0.1884,-0.2222,0.028,0,0,0.733333333,0.9,6.0342,是,1,22.26818182,20.74464984,-0.185185185,1.699898094,19.19592248,2.706241092,21316008599,0,0,0,1,0,1,0,0,16
000903.SZ, 云内动力,2.76,云南,汽车,1999-04-15,1/0/1900,0.115,0.097,0.118,0.149,0.28,0.22,0.234,0.216,0.1,0.059,0.36,0.449,0.358,0.673,0,1,0.083,0.244666667,2.8937,是,1,33.25301205,0,-0.660762943,0.946723798,1.389429948,0.953796178,5498534391,0,0,0,1,1,1,1,0,4.39
